id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
10712,C,194.99,material_7,material_8,5,8,15,10,13,16.315,11.568,15.914,15.635,13.27,19.644,12.49,16.9,17.402,11.313,16.574,17.45,15.455,15.984,783.273,
16096,C,118.6,material_7,material_8,5,8,6,6,3,19.553,12.181,17.909,19.991,11.949,,10.902,15.179,18.893,13.365,15.051,16.317,,15.966,824.142,
22655,E,209.77,material_7,material_6,6,9,4,14,3,19.627,11.859,16.903,16.103,11.06,18.026,11.712,15.848,17.401,9.05,15.587,16.095,14.338,15.015,518.548,
16226,D,116.57,material_7,material_5,6,6,14,15,3,17.285,10.208,16.181,17.021,11.612,18.579,12.329,15.778,20.731,10.535,15.672,14.21,18.272,14.636,551.571,
21887,E,141.01,material_7,material_6,6,9,7,13,7,16.484,11.254,18.152,16.007,10.849,19.178,11.747,17.281,19.051,8.57,15.466,17.563,14.117,13.689,643.685,
18849,D,211.34,material_7,material_5,6,6,7,12,10,17.995,10.581,17.356,16.655,11.649,18.271,11.038,16.794,21.444,12.0,13.262,14.7,13.46,16.924,592.967,
4795,A,83.09,material_7,material_8,9,5,12,3,6,17.59,11.639,16.719,16.738,11.697,17.764,9.846,17.507,20.465,11.048,14.96,,13.33,,556.459,
19254,D,127.24,material_7,material_5,6,6,5,11,9,18.593,11.194,17.437,17.37,12.311,19.968,14.734,15.666,17.629,11.704,16.015,16.933,15.277,17.613,809.047,
24556,E,97.06,material_7,material_6,6,9,7,7,7,16.685,10.415,17.01,19.626,10.746,20.24,11.844,15.041,19.13,,,15.772,15.294,17.081,875.889,
18012,D,106.2,material_7,material_5,6,6,4,14,7,16.632,11.504,16.026,17.735,9.255,,11.6,17.037,20.734,13.754,15.345,17.252,13.235,17.327,459.197,0.0
11180,C,131.24,material_7,material_8,5,8,4,9,2,19.337,12.595,15.514,17.725,13.248,19.603,11.49,,19.091,12.875,16.98,15.04,16.241,14.422,737.299,
26009,E,,material_7,material_6,6,9,7,13,4,17.55,11.543,16.36,17.077,10.563,18.904,11.775,14.602,17.609,12.663,14.324,17.198,15.175,13.725,603.719,
9275,B,139.61,material_5,material_5,8,8,7,9,7,17.648,11.966,18.283,18.265,10.223,19.587,11.241,16.964,18.608,12.341,16.26,16.084,16.137,17.915,613.279,
1652,A,114.06,material_7,material_8,9,5,6,3,10,18.146,11.551,16.822,17.668,11.785,17.872,10.946,15.239,20.467,11.712,15.957,16.255,12.709,15.361,595.565,
24311,E,94.53,material_7,material_6,6,9,8,3,5,17.837,12.254,16.766,15.829,11.539,19.031,12.363,13.615,21.588,9.925,15.183,17.696,14.275,14.151,598.166,
19034,D,111.57,material_7,material_5,6,6,12,8,5,19.033,11.832,15.838,16.719,12.215,20.014,11.627,15.255,19.196,12.286,15.813,18.114,14.416,16.48,656.282,1.0
1396,A,97.88,material_7,material_8,9,5,9,4,7,16.497,12.296,16.861,17.005,12.056,18.733,,16.046,19.07,13.006,14.93,16.921,13.974,17.72,665.236,0.0
15658,C,96.67,material_7,material_8,5,8,6,11,10,17.199,12.861,17.492,16.329,12.394,17.539,11.826,16.552,17.732,9.69,14.576,16.074,15.051,13.578,617.606,
9696,B,119.85,material_5,material_5,8,8,7,4,9,18.678,11.037,18.046,18.404,11.079,20.307,12.046,14.557,21.106,10.986,17.263,,,16.58,679.627,
15925,C,57.21,material_7,material_8,5,8,11,9,4,17.289,10.236,18.107,17.536,11.467,19.389,10.977,15.601,16.566,11.944,16.259,18.187,16.04,15.75,758.333,
13139,C,119.09,material_7,material_8,5,8,14,13,5,19.138,8.344,18.538,16.901,,19.159,10.489,16.94,19.879,12.417,15.396,15.471,15.761,16.657,709.279,
14155,C,100.39,material_7,material_8,5,8,4,9,3,17.85,11.387,17.194,17.612,11.289,19.222,11.348,17.22,18.636,,15.272,15.734,15.768,15.93,702.179,
5700,B,170.17,material_5,material_5,8,8,6,5,7,17.299,10.988,14.55,17.24,11.812,16.205,11.294,18.571,21.005,,19.356,15.736,15.469,20.142,573.754,
22643,E,166.26,material_7,material_6,6,9,4,14,5,17.346,11.273,16.425,,13.556,18.324,10.858,14.686,19.555,12.116,14.975,15.835,14.98,16.616,647.145,
22450,E,109.08,material_7,material_6,6,9,6,5,11,18.068,10.912,18.824,17.632,11.669,19.806,12.268,13.572,19.983,12.311,15.706,,15.749,17.604,848.985,0.0
21011,D,70.88,material_7,material_5,6,6,9,13,8,18.219,11.566,18.795,17.135,10.636,19.556,13.063,18.235,20.329,7.872,16.314,14.287,,15.987,761.695,
6008,B,98.91,material_5,material_5,8,8,4,3,6,19.069,11.189,18.586,18.794,12.413,20.2,11.763,17.795,15.312,10.19,17.412,16.998,12.217,20.131,821.42,
21592,E,141.22,material_7,material_6,6,9,6,4,6,18.72,10.853,17.752,18.546,12.559,,12.543,15.174,21.291,15.018,16.534,15.065,14.477,16.879,736.313,
25630,E,124.38,material_7,material_6,6,9,7,11,10,17.227,12.692,18.226,18.523,11.467,18.705,12.279,15.74,18.101,9.308,14.942,17.535,,14.597,903.368,
21784,E,114.84,material_7,material_6,6,9,4,18,4,17.366,11.454,17.772,17.392,10.23,19.337,11.597,16.452,,8.846,14.048,16.925,14.882,,745.842,
14989,C,64.83,material_7,material_8,5,8,0,11,5,17.042,13.541,17.224,,11.969,20.1,8.16,17.249,17.844,10.726,14.625,17.356,14.663,16.662,682.95,0.0
13275,C,164.79,material_7,material_8,5,8,9,14,7,17.372,11.871,16.023,16.678,9.982,18.368,9.223,15.004,15.77,9.094,15.169,16.277,,,425.02,
25319,E,166.84,material_7,material_6,6,9,4,10,8,17.674,10.703,16.281,16.503,13.011,19.893,10.999,15.199,17.343,11.926,14.874,,14.674,13.941,562.155,
1331,A,94.39,material_7,material_8,9,5,10,5,6,18.776,13.611,16.724,18.041,11.879,17.438,11.873,16.998,19.968,13.551,14.877,16.605,13.015,17.218,600.501,
24832,E,145.27,material_7,material_6,6,9,6,13,10,18.086,11.694,16.141,16.223,9.847,19.416,11.428,11.942,20.176,9.973,14.912,19.005,14.972,19.148,562.985,
11547,C,107.42,material_7,material_8,5,8,6,10,3,17.448,14.088,16.18,18.582,11.164,20.902,10.266,13.78,19.484,8.994,16.621,15.69,,17.347,764.724,
19965,D,94.25,material_7,material_5,6,6,8,15,8,18.7,9.96,16.825,19.754,11.391,18.547,12.535,17.711,,12.727,,16.745,14.531,17.515,870.278,
14493,C,110.65,material_7,material_8,5,8,14,7,10,17.635,11.318,16.336,18.166,12.277,18.562,12.191,15.346,20.078,11.472,16.342,13.407,14.931,16.61,673.079,
9465,B,124.95,material_5,material_5,8,8,7,13,8,18.868,11.777,16.729,17.297,12.325,18.105,12.224,16.891,20.17,9.539,14.039,15.015,18.267,15.302,783.366,
5425,B,144.29,material_5,material_5,8,8,10,10,4,17.867,9.809,17.151,17.633,11.652,18.696,9.868,13.517,19.635,12.678,17.165,16.323,18.067,17.449,571.159,
25559,E,99.82,material_7,material_6,6,9,0,9,7,18.123,10.984,17.845,18.364,12.353,19.762,11.496,14.272,18.625,11.241,16.594,15.596,14.763,17.27,,
20310,D,104.71,material_7,material_5,6,6,9,8,9,17.513,11.261,18.763,17.181,11.552,19.274,11.323,17.4,20.055,13.551,14.257,15.582,12.731,18.973,774.218,
6958,B,92.65,material_5,material_5,8,8,5,12,11,18.975,12.345,15.354,16.782,10.813,19.658,9.143,17.739,19.615,11.927,12.496,14.232,16.632,14.106,547.366,
22232,E,125.15,material_7,material_6,6,9,3,7,13,16.63,11.624,16.355,17.609,11.986,20.124,13.002,15.423,20.218,12.271,17.14,15.839,15.202,18.084,763.683,0.0
15415,C,139.77,material_7,material_8,5,8,8,8,8,18.8,11.0,16.341,17.46,10.502,19.247,11.369,14.815,18.039,10.094,,15.696,15.296,14.385,626.804,
10893,C,125.27,material_7,material_8,5,8,5,8,7,17.565,11.483,15.628,16.516,12.21,19.171,11.137,15.767,18.715,10.948,14.52,14.99,16.197,17.456,638.901,
14399,C,87.92,material_7,material_8,5,8,6,10,8,18.66,11.251,16.608,17.546,11.594,20.006,12.038,15.54,15.82,12.242,15.948,17.938,,,779.631,0.0
11416,C,121.22,material_7,material_8,5,8,10,11,4,18.466,11.454,18.518,17.463,12.069,18.909,11.269,18.337,20.661,13.41,16.189,13.655,15.001,17.084,771.944,
17068,D,76.75,material_7,material_5,6,6,22,2,4,16.902,11.903,16.216,18.425,12.069,18.37,12.158,18.44,18.859,13.413,12.992,,13.83,17.649,686.026,
799,A,139.5,material_7,material_8,9,5,13,5,1,17.322,12.9,16.2,16.991,11.186,18.792,10.133,17.219,21.266,13.336,14.532,17.019,,17.603,,
20164,D,120.2,material_7,material_5,6,6,12,10,6,17.669,12.577,17.331,16.633,11.114,18.17,11.247,16.592,19.224,12.506,15.425,15.464,13.584,18.266,550.396,
12509,C,151.5,material_7,material_8,5,8,0,11,3,17.608,12.688,17.486,18.423,12.149,19.542,11.837,16.033,17.177,9.47,15.282,15.907,16.318,18.005,806.215,
8768,B,135.13,material_5,material_5,8,8,8,8,7,17.761,,16.698,18.114,11.885,19.256,10.236,15.011,19.194,10.468,16.157,14.047,15.11,16.958,654.945,
1246,A,103.83,material_7,material_8,9,5,15,3,3,18.036,9.809,17.878,17.175,11.301,19.941,11.153,18.654,22.098,11.664,15.821,15.109,15.426,17.255,768.226,
3510,A,104.31,material_7,material_8,9,5,0,2,13,17.456,12.39,16.499,17.14,11.969,19.421,10.051,17.136,19.743,11.009,14.731,12.625,13.132,18.259,700.177,
15260,C,103.26,material_7,material_8,5,8,14,3,2,17.266,13.566,17.264,17.316,11.399,20.784,10.307,16.269,20.26,12.874,15.351,13.709,15.0,15.888,812.911,
21077,D,106.3,material_7,material_5,6,6,8,5,7,17.086,10.646,17.888,16.585,9.933,18.407,11.124,16.898,19.624,,16.138,13.817,15.042,15.979,523.242,
23048,E,168.41,material_7,material_6,6,9,2,12,6,16.997,11.765,14.778,18.386,12.494,18.932,10.76,14.789,18.752,10.914,17.277,16.454,14.887,16.495,593.993,
5233,B,112.02,material_5,material_5,8,8,13,3,6,17.338,12.258,,,12.048,19.52,11.08,16.444,20.306,10.842,15.411,17.384,15.189,16.652,700.043,
12689,C,109.04,material_7,material_8,5,8,5,8,4,17.701,11.927,17.313,17.335,,19.398,10.423,17.325,20.039,12.37,16.927,14.607,16.195,15.494,716.312,
8749,B,121.16,material_5,material_5,8,8,5,11,10,17.92,11.794,17.138,16.879,12.284,16.39,,14.906,19.435,10.932,14.067,15.922,14.598,16.771,726.298,
24596,E,105.86,material_7,material_6,6,9,9,6,10,16.976,10.123,17.539,17.085,12.094,18.369,11.142,17.938,18.504,12.917,16.105,,,14.243,547.384,
2089,A,139.23,material_7,material_8,9,5,8,6,8,19.157,12.071,18.224,14.434,9.594,19.296,11.89,14.571,18.926,9.697,16.976,17.165,16.07,14.554,,
9037,B,147.67,material_5,material_5,8,8,5,1,6,16.146,12.711,17.123,18.565,12.487,19.48,11.056,16.316,18.192,13.071,13.74,16.915,15.182,13.765,770.284,
8267,B,207.05,material_5,material_5,8,8,5,7,7,16.979,12.681,16.845,17.368,11.22,19.459,10.06,16.301,19.184,11.978,15.76,15.776,16.147,15.776,638.4,
23452,E,182.39,material_7,material_6,6,9,7,8,8,17.61,11.891,15.986,18.517,11.469,20.531,12.08,17.214,20.33,10.877,13.211,15.479,16.716,17.526,834.704,1.0
20042,D,128.76,material_7,material_5,6,6,7,8,4,17.616,12.197,15.873,20.242,11.375,19.065,13.189,15.327,18.222,10.287,15.693,15.455,13.934,15.847,859.804,
10023,B,,material_5,material_5,8,8,2,0,15,18.098,11.774,17.052,16.103,13.375,17.356,11.478,14.066,,11.137,14.126,15.216,10.204,15.763,851.084,0.0
20869,D,111.75,material_7,material_5,6,6,9,11,3,17.722,11.182,17.073,16.956,11.956,17.67,12.667,16.94,18.874,11.474,15.658,16.745,15.287,17.059,578.291,
1027,A,99.14,material_7,material_8,9,5,2,6,7,19.568,10.845,17.136,16.325,12.371,20.752,10.654,16.274,18.305,13.339,15.179,15.878,16.229,17.312,807.112,
23308,E,132.65,material_7,material_6,6,9,6,10,6,19.181,10.533,16.298,18.664,12.242,18.406,11.596,13.195,18.668,12.482,14.677,16.301,16.03,,623.008,
18467,D,129.9,material_7,material_5,6,6,5,15,8,17.59,11.685,16.079,,13.167,19.083,10.532,17.785,18.997,10.158,15.557,17.899,16.694,14.033,610.092,
18248,D,115.6,material_7,material_5,6,6,13,15,10,17.217,9.624,18.653,18.21,14.507,18.115,11.977,17.273,19.796,9.821,14.962,15.721,14.47,15.912,932.078,
20147,D,58.0,material_7,material_5,6,6,7,6,7,17.369,12.257,16.105,16.835,12.597,,11.379,,20.736,13.791,14.938,16.218,12.692,19.43,514.907,
25273,E,145.95,material_7,material_6,6,9,3,12,3,17.672,11.679,18.238,17.684,13.419,19.165,11.586,17.078,18.06,10.952,16.137,15.089,,14.972,799.145,
8316,B,141.53,material_5,material_5,8,8,5,6,9,18.897,10.225,17.302,17.639,12.861,19.725,12.915,17.794,16.087,11.294,16.28,16.413,13.898,16.372,800.53,
23227,E,171.49,material_7,material_6,6,9,3,7,16,16.67,9.89,17.819,18.92,10.71,18.786,11.185,14.759,18.432,,16.267,15.75,14.498,,725.246,
17973,D,80.07,material_7,material_5,6,6,5,5,12,16.551,12.254,15.206,18.649,12.828,19.619,12.838,14.13,18.25,10.24,18.723,14.42,17.339,14.389,742.359,
24441,E,163.47,material_7,material_6,6,9,6,11,11,19.205,11.662,15.445,18.157,13.693,18.656,,13.158,21.663,9.517,18.68,,16.179,14.754,606.023,0.0
9620,B,75.47,material_5,material_5,8,8,0,14,3,18.139,11.94,,16.565,11.08,20.07,11.546,17.171,18.36,12.091,17.5,16.341,17.585,18.87,,
3758,A,121.66,material_7,material_8,9,5,5,8,5,18.393,12.574,16.339,17.172,9.958,18.578,,15.975,20.986,,17.411,18.799,13.846,15.031,577.589,
19682,D,114.33,material_7,material_5,6,6,10,3,6,17.939,12.758,18.068,17.29,11.886,18.858,10.845,12.747,18.025,10.711,14.74,14.608,15.255,16.052,741.855,1.0
916,A,194.12,material_7,material_8,9,5,11,5,9,17.903,10.383,15.167,17.46,12.49,18.837,10.292,16.597,19.239,9.456,14.5,,13.899,13.714,566.738,
24789,E,133.0,material_7,material_6,6,9,10,9,10,16.465,11.686,15.727,17.863,13.321,18.631,10.368,13.649,21.213,10.58,15.416,17.378,15.895,13.804,582.231,
622,A,96.59,material_7,material_8,9,5,10,3,6,15.565,12.032,17.88,,12.951,19.168,10.749,,21.71,13.343,14.476,14.842,15.8,19.054,782.05,1.0
10887,C,122.7,material_7,material_8,5,8,4,6,13,17.608,12.863,17.663,15.522,12.844,18.684,11.614,17.119,,12.547,14.498,17.86,14.498,15.456,737.227,
17283,D,92.29,material_7,material_5,6,6,11,5,9,17.539,12.074,16.186,18.53,11.587,,12.26,19.062,18.885,11.298,16.309,17.946,,13.767,,
4352,A,192.44,material_7,material_8,9,5,11,3,8,18.859,11.082,17.07,17.274,12.278,17.666,,15.306,21.218,14.321,17.252,15.001,15.046,19.332,590.423,
492,A,93.87,material_7,material_8,9,5,7,2,3,17.568,11.999,17.337,16.714,12.143,18.678,11.071,16.101,17.722,12.122,14.856,16.848,15.133,18.893,678.862,0.0
8633,B,104.96,material_5,material_5,8,8,8,3,6,16.397,11.462,16.689,16.824,12.728,19.074,11.245,13.796,20.513,,13.544,15.832,12.932,16.183,,0.0
6444,B,107.08,material_5,material_5,8,8,8,4,11,16.463,11.6,16.229,16.358,11.391,18.365,12.149,,18.318,12.609,15.8,15.44,17.613,18.228,629.792,
17406,D,115.11,material_7,material_5,6,6,7,10,3,17.648,11.725,18.407,16.672,9.883,19.28,11.855,15.842,17.956,8.746,16.028,14.131,15.111,16.825,626.803,1.0
16432,D,81.11,material_7,material_5,6,6,10,13,5,16.675,11.239,16.776,15.442,10.379,20.86,11.771,19.764,,11.811,16.295,16.573,14.586,,498.336,0.0
11695,C,67.15,material_7,material_8,5,8,1,15,4,18.101,11.366,15.556,18.868,10.84,18.924,11.875,15.101,18.796,10.173,14.28,18.134,15.022,16.079,598.227,
26053,E,90.92,material_7,material_6,6,9,8,8,7,17.722,12.551,17.62,17.724,10.769,19.578,10.582,18.794,20.294,10.723,16.253,16.503,16.791,14.095,822.451,0.0
25589,E,122.67,material_7,material_6,6,9,5,10,0,17.952,11.443,16.647,17.529,10.078,17.884,,14.545,20.968,12.461,16.33,17.487,14.608,19.742,574.047,
20935,D,117.86,material_7,material_5,6,6,10,10,5,16.243,10.95,16.674,17.044,10.606,18.64,9.746,,18.539,12.004,16.029,15.768,13.965,16.396,513.877,
24045,E,135.59,material_7,material_6,6,9,3,18,0,16.527,12.255,17.651,16.571,12.817,17.821,,17.456,18.97,13.079,15.029,17.509,15.706,15.399,613.158,0.0
8623,B,182.58,material_5,material_5,8,8,1,6,14,18.154,12.663,15.826,18.055,10.794,19.985,11.188,18.228,21.188,9.551,14.966,15.513,15.958,17.666,,
14637,C,178.43,material_7,material_8,5,8,0,8,7,18.64,11.545,,17.984,12.421,18.547,10.808,15.214,18.91,9.815,15.698,18.296,14.339,17.806,672.527,
15541,C,110.53,material_7,material_8,5,8,12,6,10,16.781,11.235,16.242,17.895,10.739,20.038,10.52,15.871,16.426,13.14,14.209,19.235,16.377,17.958,675.642,
9770,B,138.73,material_5,material_5,8,8,9,11,8,17.856,10.817,17.963,17.96,12.693,20.075,9.62,14.411,21.221,11.653,15.264,14.573,17.008,,727.031,
20205,D,147.59,material_7,material_5,6,6,8,10,6,18.771,11.185,17.773,16.986,,17.914,10.964,16.691,17.582,10.493,13.805,16.7,13.236,17.873,667.884,0.0
22542,E,135.67,material_7,material_6,6,9,3,5,11,16.882,11.124,16.388,17.134,11.465,19.776,11.121,16.636,19.704,10.815,16.144,14.788,14.681,17.66,636.029,
2301,A,78.08,material_7,material_8,9,5,10,1,4,18.735,11.929,16.7,16.869,11.849,18.389,11.519,15.979,19.841,11.521,14.893,20.337,12.411,17.199,614.202,
4107,A,141.58,material_7,material_8,9,5,8,0,6,17.989,10.416,17.534,18.965,11.45,19.223,10.746,14.604,18.511,12.658,14.873,15.159,12.442,13.724,753.075,
12665,C,142.38,material_7,material_8,5,8,7,8,3,18.567,12.539,17.348,18.615,13.376,19.153,11.084,16.995,,9.182,16.162,15.532,16.948,14.013,789.572,
18025,D,111.29,material_7,material_5,6,6,9,3,13,17.592,13.003,15.633,18.639,11.83,20.269,10.423,16.538,18.486,,14.775,15.332,13.405,17.042,782.381,
21276,E,134.65,material_7,material_6,6,9,9,7,5,16.711,12.171,17.525,17.74,11.957,19.614,,,19.581,10.895,15.918,13.333,13.791,16.494,832.229,
22921,E,113.79,material_7,material_6,6,9,11,6,4,19.388,10.856,16.664,17.596,11.818,18.633,11.302,14.713,20.433,10.761,15.843,14.509,14.97,15.783,593.989,
4101,A,77.93,material_7,material_8,9,5,4,2,2,16.542,11.378,15.748,18.483,10.458,19.597,12.011,13.997,19.669,12.19,14.429,16.667,14.877,17.684,,
14114,C,111.82,material_7,material_8,5,8,5,6,11,19.552,11.327,16.911,17.324,12.712,18.808,11.85,15.616,17.331,11.776,16.527,18.344,16.295,15.979,725.22,
3310,A,143.14,material_7,material_8,9,5,12,5,14,17.048,14.467,18.361,17.819,12.215,19.168,10.984,16.001,18.476,,14.763,15.407,14.595,15.537,846.32,
4371,A,234.01,material_7,material_8,9,5,10,8,4,17.607,10.254,18.075,18.761,,20.002,11.031,16.023,20.687,14.379,15.99,15.707,14.647,18.801,834.141,0.0
24229,E,88.01,material_7,material_6,6,9,0,15,1,16.456,13.379,15.284,18.09,11.707,18.941,12.427,17.401,19.995,10.609,16.566,15.396,14.956,17.431,732.693,
22115,E,153.11,material_7,material_6,6,9,2,12,7,18.582,11.262,,17.988,,19.153,10.689,15.584,17.624,10.221,16.567,16.233,13.93,14.884,728.509,0.0
14237,C,127.66,material_7,material_8,5,8,13,15,11,18.678,12.385,16.873,17.689,9.674,18.688,11.911,16.32,,10.444,15.05,17.333,14.702,15.925,590.391,
12230,C,145.36,material_7,material_8,5,8,1,7,4,17.0,10.727,16.876,,11.626,20.703,9.751,17.016,19.406,10.179,15.737,16.333,16.844,19.331,793.037,
4176,A,85.52,material_7,material_8,9,5,9,3,4,17.348,10.564,18.423,17.419,11.078,17.56,11.843,18.204,,12.332,,13.618,13.098,16.278,627.658,0.0
8627,B,212.04,material_5,material_5,8,8,13,6,7,18.834,12.025,18.03,15.901,13.114,20.892,,14.564,19.414,11.171,16.688,15.742,16.311,16.761,876.991,1.0
11459,C,114.77,material_7,material_8,5,8,3,5,4,18.711,13.144,16.154,18.344,11.657,20.026,11.472,16.825,17.89,12.148,14.725,13.506,,16.938,745.62,
24190,E,112.53,material_7,material_6,6,9,8,9,4,16.305,11.677,17.047,17.307,10.371,18.275,12.123,15.229,18.419,,15.245,17.268,14.347,14.699,636.082,
2994,A,105.52,material_7,material_8,9,5,4,8,4,17.712,12.037,,17.697,12.225,20.309,10.279,16.335,19.569,14.51,14.122,,12.941,17.962,918.878,
15096,C,163.98,material_7,material_8,5,8,4,8,6,20.015,10.11,16.865,16.483,10.044,19.233,10.829,14.982,,10.665,15.385,17.284,17.46,15.708,607.334,
3712,A,132.75,material_7,material_8,9,5,10,2,6,17.323,11.148,17.287,18.132,14.516,18.563,11.47,14.705,21.216,11.449,16.612,11.901,12.733,17.452,751.798,
17074,D,171.06,material_7,material_5,6,6,10,7,6,15.308,12.309,18.844,17.05,13.929,18.096,,17.64,19.217,14.161,14.415,16.588,12.976,18.894,759.212,
20194,D,141.75,material_7,material_5,6,6,0,11,6,20.594,13.34,18.325,16.028,12.87,20.639,10.785,16.627,21.084,,16.948,15.248,15.368,19.089,856.074,
14529,C,247.55,material_7,material_8,5,8,9,11,4,,10.761,17.615,18.029,10.795,19.904,12.092,15.803,18.45,10.21,15.96,16.215,16.014,15.195,,0.0
4657,A,125.84,material_7,material_8,9,5,15,2,10,19.09,10.911,15.581,18.133,11.481,18.311,10.02,16.103,18.626,13.47,14.275,15.637,,13.868,551.833,
10915,C,155.83,material_7,material_8,5,8,7,12,7,18.027,11.132,16.779,18.879,10.984,20.233,9.587,16.034,17.359,11.64,14.756,17.614,16.699,17.004,704.163,
7497,B,99.8,material_5,material_5,8,8,1,7,10,18.94,12.402,16.334,19.686,11.352,19.62,11.702,17.481,18.715,12.126,16.853,16.129,15.313,16.834,699.751,
22826,E,105.81,material_7,material_6,6,9,9,5,12,17.323,10.926,16.865,17.156,,20.29,12.307,17.404,20.045,11.13,16.788,14.251,15.672,15.203,718.932,0.0
11636,C,107.42,material_7,material_8,5,8,6,12,6,17.264,13.339,16.891,18.771,13.006,19.028,12.28,15.7,18.851,,14.841,15.906,17.256,,781.851,0.0
5000,A,169.29,material_7,material_8,9,5,20,4,2,17.291,13.564,17.399,17.008,12.841,19.404,10.32,15.222,19.37,10.513,15.675,14.089,,18.01,789.264,
14591,C,74.46,material_7,material_8,5,8,8,6,6,17.56,11.882,16.225,16.634,11.555,19.758,,,20.609,13.732,15.182,15.947,15.656,16.005,734.271,
18840,D,106.54,material_7,material_5,6,6,5,8,5,18.215,12.207,15.044,17.66,11.673,19.473,10.762,15.398,17.925,12.832,15.659,15.988,15.187,15.733,616.171,
1221,A,178.61,material_7,material_8,9,5,12,2,0,18.967,12.167,17.723,20.264,12.468,19.502,11.88,16.892,20.454,13.819,,14.564,12.059,16.198,871.952,
6862,B,108.26,material_5,material_5,8,8,10,4,8,18.565,12.934,17.684,17.589,12.154,18.749,10.872,,21.669,12.4,15.674,17.054,17.747,15.338,811.693,
9668,B,125.38,material_5,material_5,8,8,11,2,7,16.572,10.923,18.018,16.753,10.853,19.961,12.001,14.71,21.942,13.277,13.9,14.043,14.352,13.342,612.947,0.0
23667,E,208.08,material_7,material_6,6,9,7,3,12,19.272,12.526,15.538,16.832,11.012,18.119,10.016,15.448,,12.251,14.437,14.715,14.745,17.186,495.029,
11086,C,185.27,material_7,material_8,5,8,4,8,5,17.173,12.16,17.628,18.557,,20.812,12.029,16.826,17.568,,14.187,,13.3,15.58,890.739,
23803,E,106.68,material_7,material_6,6,9,7,10,8,17.126,,18.22,17.746,10.928,18.093,12.499,17.511,19.911,10.294,16.247,15.723,16.252,16.724,717.384,
14420,C,170.01,material_7,material_8,5,8,17,7,9,19.772,11.968,17.35,18.938,12.968,19.476,11.412,17.609,20.255,11.203,16.151,15.144,14.307,15.437,815.571,
16761,D,257.26,material_7,material_5,6,6,8,13,13,18.198,10.097,16.942,18.211,9.202,19.115,10.202,16.939,21.067,10.232,15.214,14.447,14.196,17.43,648.924,
11918,C,123.73,material_7,material_8,5,8,11,14,0,16.308,12.786,15.818,18.408,11.737,19.239,11.063,15.084,18.498,11.659,16.877,18.22,17.433,16.356,644.747,
12710,C,107.31,material_7,material_8,5,8,13,4,7,17.785,11.61,17.882,15.538,10.387,18.205,12.207,16.057,20.364,12.779,16.205,,15.384,16.499,624.433,
24437,E,89.12,material_7,material_6,6,9,10,9,5,16.925,10.768,16.834,17.071,10.675,19.802,12.239,17.595,20.341,10.633,15.599,15.479,13.994,17.321,664.044,1.0
1707,A,96.88,material_7,material_8,9,5,6,4,13,17.314,11.136,17.928,17.445,11.355,19.822,10.896,16.426,16.441,11.762,14.906,18.414,12.314,,790.17,
536,A,72.35,material_7,material_8,9,5,14,1,0,17.158,10.655,16.939,16.976,12.524,20.079,10.859,16.395,21.939,10.234,16.274,17.773,14.002,14.914,761.159,
15601,C,207.86,material_7,material_8,5,8,9,11,2,19.127,10.232,17.856,16.682,12.018,19.472,9.742,14.852,19.136,11.31,16.221,14.317,14.431,16.949,724.891,
24221,E,106.72,material_7,material_6,6,9,6,6,9,20.703,11.079,16.178,17.427,11.891,19.279,10.517,16.677,20.146,13.399,16.112,14.113,14.254,15.636,593.026,0.0
23973,E,94.5,material_7,material_6,6,9,8,3,11,19.271,10.112,18.557,17.896,12.036,20.283,12.417,14.357,19.291,10.68,17.665,16.351,13.966,,843.162,
6140,B,118.51,material_5,material_5,8,8,5,3,7,18.808,11.313,17.694,16.168,,19.749,11.38,17.433,19.473,11.632,14.049,15.333,15.938,15.522,671.478,1.0
23440,E,71.72,material_7,material_6,6,9,7,5,9,20.442,12.663,,15.282,10.937,18.761,11.957,15.136,18.265,10.044,16.978,17.414,17.077,15.985,677.228,
12062,C,105.11,material_7,material_8,5,8,2,14,5,16.282,14.771,16.933,16.072,11.124,19.352,11.302,15.633,19.944,13.079,16.659,15.209,15.482,16.602,680.255,
24218,E,125.64,material_7,material_6,6,9,1,7,15,18.008,11.249,17.871,,11.707,19.0,11.436,15.236,17.807,10.852,14.317,16.195,15.573,15.154,718.142,
14047,C,,material_7,material_8,5,8,10,3,5,17.702,11.396,16.537,15.994,12.321,18.162,12.651,15.272,21.345,13.429,15.882,14.667,16.465,17.622,650.517,
26398,E,134.0,material_7,material_6,6,9,8,10,2,19.813,10.81,16.509,18.62,11.315,17.998,11.888,15.201,19.608,9.341,14.267,15.965,15.389,14.721,625.262,
23307,E,88.96,material_7,material_6,6,9,8,12,12,17.921,13.27,17.048,16.5,11.845,18.393,10.045,,19.365,9.443,,15.821,14.727,16.329,633.899,
8235,B,134.26,material_5,material_5,8,8,5,10,4,18.23,12.579,15.397,18.025,11.672,20.143,10.09,16.127,17.989,,,14.524,18.674,14.013,646.74,
